question_id,exercise_id,exercise_name,exercise_start_at_iso,exercise_end_at_iso,exercise_duration_seconds,module_start_at_iso,module_end_at_iso,module,category,item,item_image_filename,difficulty_label,question_type,presented_at_iso,response_at_iso,response_time_seconds,user_answer,correct_answer,correct,correct_before_cue,cue_given,cue_type,cue_stage,cue_sequence_number,cue_wait_seconds,hint_count,session_id,user_id,therapist_assigned_level,device_type,created_at_iso
Q_02739,EX_WRI_CLO_E_1035,Writing: Clothing Easy #26,2024-09-24T09:33:02,2024-09-24T20:57:55.330000,41093.33,2024-09-24T09:10:00,2024-09-24T20:57:55.330000,writing,clothing,scarf,clothing/scarf.png,easy,spelling_choice,2024-09-24T20:57:35,2024-09-24T20:57:55.330000,20.33,dress,scarf,0,0,0,,0,0,,0,SESS_USER_027_004,USER_027,3,mobile,2024-09-24T20:57:55.787301
Q_02740,EX_COM_FOO_H_1028,Comprehension: Food Hard #19,2024-12-11T09:33:30,2024-12-11T20:59:19.090000,41149.09,2024-12-11T09:33:30,2024-12-11T20:59:19.090000,comprehension,food,milk,food/milk.png,hard,sentence_matching,2024-12-11T20:58:19,2024-12-11T20:59:19.090000,60.09,milk,milk,1,1,1,sentence_completion,7,2,15.23,4,SESS_USER_007_004,USER_007,1,web,2024-12-11T20:59:20.630763
Q_02741,EX_WRI_ANI_E_1036,Writing: Animals Easy #26,2024-11-29T18:53:05,2024-11-30T06:18:19.260000,41114.26,2024-11-29T18:53:00,2024-11-30T06:18:19.260000,writing,animals,elephant,animals/elephant.png,easy,spelling_choice,2024-11-30T06:18:09,2024-11-30T06:18:19.260000,10.26,elephant,elephant,1,1,0,,0,0,,0,SESS_USER_026_006,USER_026,5,web,2024-11-30T06:18:20.122546
Q_02742,EX_COM_BOD_H_821,Comprehension: Body Parts Hard #21,2024-10-31T03:43:30,2024-10-31T15:09:33.540000,41163.54,2024-10-31T08:51:30,2024-10-31T15:09:33.540000,comprehension,body_parts,finger,body_parts/finger.png,hard,word_to_pic,2024-10-31T15:08:46,2024-10-31T15:09:33.540000,47.54,finger,finger,1,1,1,phonemic,7,1,35.3,5,SESS_USER_028_003,USER_028,1,web,2024-10-31T15:09:34.283318
Q_02743,EX_WRI_CLO_E_1002,Writing: Clothing Easy #29,2024-05-29T08:14:05,2024-05-29T19:39:45.210000,41140.21,2024-05-29T08:23:00,2024-05-29T19:39:45.210000,writing,clothing,sandal,clothing/sandal.png,easy,word_completion,2024-05-29T19:39:37,2024-05-29T19:39:45.210000,8.21,sandal,sandal,1,1,0,,0,0,,0,SESS_USER_011_006,USER_011,4,web,2024-05-29T19:39:46.894944
Q_02744,EX_COM_FOO_H_699,Comprehension: Food Hard #18,2024-08-13T04:49:34,2024-08-13T16:16:05.130000,41191.13,2024-08-13T11:51:30,2024-08-13T16:16:05.130000,comprehension,food,juice,food/juice.png,hard,category_sorting,2024-08-13T16:15:19,2024-08-13T16:16:05.130000,46.13,bread,juice,0,0,1,rhyming,6,3,51.24,3,SESS_USER_025_002,USER_025,4,web,2024-08-13T16:16:05.853843
Q_02745,EX_WRI_ANI_E_1021,Writing: Animals Easy #17,2024-10-10T19:25:00,2024-10-11T06:51:03.070000,41163.07,2024-10-10T19:25:00,2024-10-11T06:51:03.070000,writing,animals,cow,animals/cow.png,easy,word_completion,2024-10-11T06:51:00,2024-10-11T06:51:03.070000,3.07,cow,cow,1,1,1,modeling,2,1,16.53,1,SESS_USER_043_004,USER_043,3,web,2024-10-11T06:51:03.565172
Q_02746,EX_COM_BOD_H_1037,Comprehension: Body Parts Hard #19,2024-08-13T13:04:34,2024-08-14T00:31:05.550000,41191.55,2024-08-13T11:51:30,2024-08-14T00:31:05.550000,comprehension,body_parts,head,body_parts/head.png,hard,yes_no_question,2024-08-14T00:30:53,2024-08-14T00:31:05.550000,12.55,neck,head,0,0,0,,0,0,,0,SESS_USER_025_002,USER_025,4,web,2024-08-14T00:31:06.389478
Q_02747,EX_WRI_CLO_E_1032,Writing: Clothing Easy #33,2024-09-18T11:10:08,2024-09-18T22:36:52.250000,41204.25,2024-09-18T11:10:00,2024-09-18T22:36:52.250000,writing,clothing,sandal,clothing/sandal.png,easy,word_completion,2024-09-18T22:36:43,2024-09-18T22:36:52.250000,9.25,shirt,sandal,0,0,0,,0,0,,0,SESS_USER_012_010,USER_012,1,web,2024-09-18T22:36:52.812082
Q_02748,EX_COM_FOO_H_1029,Comprehension: Food Hard #23,2024-05-26T07:14:37,2024-05-26T18:41:32.020000,41215.02,2024-05-26T07:30:30,2024-05-26T18:41:32.020000,comprehension,food,cheese,food/cheese.png,hard,category_sorting,2024-05-26T18:41:23,2024-05-26T18:41:32.020000,9.02,cheese,cheese,1,1,1,phonemic,1,1,27.37,1,SESS_USER_031_005,USER_031,3,mobile,2024-05-26T18:41:32.625324
Q_02749,EX_WRI_ANI_E_924,Writing: Animals Easy #18,2024-05-26T12:57:09,2024-05-27T00:24:29.650000,41240.65,2024-05-26T15:21:00,2024-05-27T00:24:29.650000,writing,animals,bear,animals/bear.png,easy,word_completion,2024-05-27T00:24:12,2024-05-27T00:24:29.650000,17.65,cat,bear,0,0,1,rhyming,2,2,57.47,1,SESS_USER_049_003,USER_049,1,web,2024-05-27T00:24:30.699441
Q_02750,EX_COM_BOD_H_910,Comprehension: Body Parts Hard #25,2024-08-23T05:41:38,2024-08-23T17:09:06.270000,41248.27,2024-08-23T08:45:30,2024-08-23T17:09:06.270000,comprehension,body_parts,stomach,body_parts/stomach.png,hard,category_sorting,2024-08-23T17:08:53,2024-08-23T17:09:06.270000,13.27,neck,stomach,0,0,0,,0,0,,0,SESS_USER_022_006,USER_022,5,mobile,2024-08-23T17:09:08.158885
Q_02751,EX_WRI_CLO_E_1038,Writing: Clothing Easy #22,2024-06-25T07:37:02,2024-06-25T19:04:54.940000,41272.94,2024-06-25T06:40:00,2024-06-25T19:04:54.940000,writing,clothing,sock,clothing/sock.png,easy,spelling_choice,2024-06-25T19:04:32,2024-06-25T19:04:54.940000,22.94,jacket,sock,0,0,0,,0,0,,0,SESS_USER_041_003,USER_041,3,web,2024-06-25T19:04:55.633128
Q_02752,EX_COM_FOO_H_832,Comprehension: Food Hard #19,2024-06-13T05:48:39,2024-06-13T17:17:45.090000,41346.09,2024-06-13T09:41:30,2024-06-13T17:17:45.090000,comprehension,food,rice,food/rice.png,hard,category_sorting,2024-06-13T17:16:28,2024-06-13T17:17:45.090000,77.09,rice,rice,1,1,1,spelling,5,1,38.2,2,SESS_USER_003_004,USER_003,3,web,2024-06-13T17:17:46.701951
Q_02753,EX_WRI_ANI_E_1039,Writing: Animals Easy #25,2024-02-24T08:22:07,2024-02-24T19:50:18.050000,41291.05,2024-02-24T08:22:00,2024-02-24T19:50:18.050000,writing,animals,turtle,animals/turtle.png,easy,pic_to_word,2024-02-24T19:50:12,2024-02-24T19:50:18.050000,6.05,turtle,turtle,1,1,0,,0,0,,0,SESS_USER_042_004,USER_042,5,mobile,2024-02-24T19:50:19.640250
Q_02754,EX_COM_BOD_H_1040,Comprehension: Body Parts Hard #26,2024-02-24T08:22:38,2024-02-24T19:51:25.400000,41327.4,2024-02-24T08:22:30,2024-02-24T19:51:25.400000,comprehension,body_parts,elbow,body_parts/elbow.png,hard,category_sorting,2024-02-24T19:50:58,2024-02-24T19:51:25.400000,27.4,elbow,elbow,1,1,1,written_initial,5,1,41.92,3,SESS_USER_042_004,USER_042,5,mobile,2024-02-24T19:51:26.775145
Q_02755,EX_WRI_CLO_E_896,Writing: Clothing Easy #24,2024-05-23T11:47:07,2024-05-23T23:15:48.650000,41321.65,2024-05-23T15:11:00,2024-05-23T23:15:48.650000,writing,clothing,sock,clothing/sock.png,easy,pic_to_word,2024-05-23T23:15:41,2024-05-23T23:15:48.650000,7.65,sock,sock,1,1,0,,0,0,,0,SESS_USER_015_005,USER_015,2,mobile,2024-05-23T23:15:49.894347
Q_02756,EX_COM_FOO_H_1041,Comprehension: Food Hard #21,2024-04-06T13:35:37,2024-04-07T01:04:34.440000,41337.44,2024-04-06T13:35:30,2024-04-07T01:04:34.440000,comprehension,food,apple,food/apple.png,hard,word_to_pic,2024-04-07T01:04:23,2024-04-07T01:04:34.440000,11.44,apple,apple,1,1,0,,0,0,,0,SESS_USER_030_003,USER_030,4,mobile,2024-04-07T01:04:34.994389
Q_02757,EX_WRI_ANI_E_869,Writing: Animals Easy #18,2024-11-06T05:32:07,2024-11-06T17:01:15.990000,41348.99,2024-11-06T09:40:00,2024-11-06T17:01:15.990000,writing,animals,monkey,animals/monkey.png,easy,spelling_choice,2024-11-06T17:01:07,2024-11-06T17:01:15.990000,8.99,monkey,monkey,1,1,0,,0,0,,0,SESS_USER_021_002,USER_021,2,mobile,2024-11-06T17:01:17.017560
Q_02758,EX_COM_BOD_H_979,Comprehension: Body Parts Hard #21,2024-03-10T18:33:39,2024-03-11T06:03:07.320000,41368.32,2024-03-10T19:59:30,2024-03-11T06:03:07.320000,comprehension,body_parts,ear,body_parts/ear.png,hard,word_to_pic,2024-03-11T06:02:54,2024-03-11T06:03:07.320000,13.32,mouth,ear,0,0,1,functional,2,2,52.27,1,SESS_USER_036_005,USER_036,1,mobile,2024-03-11T06:03:08.738237
Q_02759,EX_WRI_CLO_E_1042,Writing: Clothing Easy #30,2024-10-31T14:06:06,2024-11-01T01:35:41.580000,41375.58,2024-10-31T14:06:00,2024-11-01T01:35:41.580000,writing,clothing,hat,clothing/hat.png,easy,fill_in_blank,2024-11-01T01:35:36,2024-11-01T01:35:41.580000,5.58,hat,hat,1,1,1,sentence_completion,1,1,22.63,1,SESS_USER_033_006,USER_033,2,web,2024-11-01T01:35:42.707592
Q_02760,EX_COM_FOO_H_1001,Comprehension: Food Hard #30,2024-08-30T16:48:38,2024-08-31T04:19:02.870000,41424.87,2024-08-30T16:48:30,2024-08-31T04:19:02.870000,comprehension,food,fish,food/fish.png,hard,sentence_matching,2024-08-31T04:18:28,2024-08-31T04:19:02.870000,34.87,fish,fish,1,0,1,rhyming,3,2,27.2,1,SESS_USER_008_007,USER_008,5,mobile,2024-08-31T04:19:03.824718
Q_02761,EX_WRI_ANI_E_1043,Writing: Animals Easy #15,2024-02-21T20:06:05,2024-02-22T07:36:18.670000,41413.67,2024-02-21T20:06:00,2024-02-22T07:36:18.670000,writing,animals,rabbit,animals/rabbit.png,easy,spelling_choice,2024-02-22T07:36:07,2024-02-22T07:36:18.670000,11.67,rabbit,rabbit,1,1,0,,0,0,,0,SESS_USER_050_002,USER_050,5,web,2024-02-22T07:36:19.649092
Q_02762,EX_COM_BOD_H_985,Comprehension: Body Parts Hard #13,2024-12-26T12:59:36,2024-12-27T00:30:02.260000,41426.26,2024-12-26T14:17:30,2024-12-27T00:30:02.260000,comprehension,body_parts,toe,body_parts/toe.png,hard,category_sorting,2024-12-27T00:29:53,2024-12-27T00:30:02.260000,9.26,toe,toe,1,1,0,,0,0,,0,SESS_USER_023_001,USER_023,4,mobile,2024-12-27T00:30:02.408294
Q_02763,EX_WRI_CLO_E_1044,Writing: Clothing Easy #27,2024-02-24T08:27:10,2024-02-24T19:57:56.690000,41446.69,2024-02-24T08:27:00,2024-02-24T19:57:56.690000,writing,clothing,skirt,clothing/skirt.png,easy,fill_in_blank,2024-02-24T19:57:43,2024-02-24T19:57:56.690000,13.69,skirt,skirt,1,1,0,,0,0,,0,SESS_USER_042_004,USER_042,5,mobile,2024-02-24T19:57:57.007993
Q_02764,EX_COM_FOO_H_1045,Comprehension: Food Hard #35,2024-07-15T18:30:38,2024-07-16T06:01:34.270000,41456.27,2024-07-15T18:30:30,2024-07-16T06:01:34.270000,comprehension,food,cheese,food/cheese.png,hard,category_sorting,2024-07-16T06:01:24,2024-07-16T06:01:34.270000,10.27,tomato,cheese,0,0,0,,0,0,,0,SESS_USER_019_010,USER_019,1,web,2024-07-16T06:01:35.774230
Q_02765,EX_WRI_ANI_E_1022,Writing: Animals Easy #18,2024-05-24T09:51:01,2024-05-24T21:22:15.310000,41474.31,2024-05-24T10:07:00,2024-05-24T21:22:15.310000,writing,animals,snake,animals/snake.png,easy,fill_in_blank,2024-05-24T21:22:06,2024-05-24T21:22:15.310000,9.31,snake,snake,1,1,0,,0,0,,0,SESS_USER_004_003,USER_004,2,mobile,2024-05-24T21:22:16.005337
Q_02766,EX_COM_BOD_H_1046,Comprehension: Body Parts Hard #12,2024-01-11T11:15:35,2024-01-11T22:47:14.540000,41499.54,2024-01-11T10:51:30,2024-01-11T22:47:14.540000,comprehension,body_parts,back,body_parts/back.png,hard,category_sorting,2024-01-11T22:46:50,2024-01-11T22:47:14.540000,24.54,back,back,1,1,0,,0,0,,0,SESS_USER_006_001,USER_006,2,mobile,2024-01-11T22:47:16.167279
Q_02767,EX_WRI_CLO_E_390,Writing: Clothing Easy #17,2024-10-10T03:56:09,2024-10-10T15:27:51.840000,41502.84,2024-10-10T19:25:00,2024-10-10T15:27:51.840000,writing,clothing,skirt,clothing/skirt.png,easy,spelling_choice,2024-10-10T15:27:44,2024-10-10T15:27:51.840000,7.84,skirt,skirt,1,1,0,,0,0,,0,SESS_USER_043_004,USER_043,3,web,2024-10-10T15:27:53.411759
Q_02768,EX_COM_FOO_H_963,Comprehension: Food Hard #18,2024-05-24T08:26:35,2024-05-24T19:58:49.590000,41534.59,2024-05-24T10:22:30,2024-05-24T19:58:49.590000,comprehension,food,potato,food/potato.png,hard,sentence_matching,2024-05-24T19:58:22,2024-05-24T19:58:49.590000,27.59,meat,potato,0,0,1,modeling,2,2,45.58,2,SESS_USER_004_003,USER_004,2,mobile,2024-05-24T19:58:49.708253
Q_02769,EX_WRI_ANI_E_1043,Writing: Animals Easy #15,2024-02-21T20:06:05,2024-02-22T07:38:15.870000,41530.87,2024-02-21T20:06:00,2024-02-22T07:38:15.870000,writing,animals,elephant,animals/elephant.png,easy,pic_to_word,2024-02-22T07:38:10,2024-02-22T07:38:15.870000,5.87,elephant,elephant,1,1,0,,0,0,,0,SESS_USER_050_002,USER_050,5,mobile,2024-02-22T07:38:16.138239
Q_02770,EX_COM_BOD_H_888,Comprehension: Body Parts Hard #19,2024-06-13T07:11:40,2024-06-13T18:44:14,41554.0,2024-06-13T09:41:30,2024-06-13T18:44:14,comprehension,body_parts,eye,body_parts/eye.png,hard,category_sorting,2024-06-13T18:43:58,2024-06-13T18:44:14,16.0,eye,eye,1,1,1,sentence_completion,1,2,43.91,1,SESS_USER_003_004,USER_003,3,mobile,2024-06-13T18:44:15.254786
Q_02771,EX_WRI_CLO_E_1047,Writing: Clothing Easy #18,2024-10-22T09:40:10,2024-10-22T21:12:47.070000,41557.07,2024-10-22T09:40:00,2024-10-22T21:12:47.070000,writing,clothing,coat,clothing/coat.png,easy,fill_in_blank,2024-10-22T21:12:40,2024-10-22T21:12:47.070000,7.07,coat,coat,1,1,0,,0,0,,0,SESS_USER_009_002,USER_009,1,mobile,2024-10-22T21:12:48.222008
Q_02772,EX_COM_FOO_H_1001,Comprehension: Food Hard #30,2024-08-30T16:48:38,2024-08-31T04:21:45.250000,41587.25,2024-08-30T16:48:30,2024-08-31T04:21:45.250000,comprehension,food,orange,food/orange.png,hard,sentence_matching,2024-08-31T04:21:28,2024-08-31T04:21:45.250000,17.25,meat,orange,0,0,1,written_initial,4,3,8.78,2,SESS_USER_008_007,USER_008,5,web,2024-08-31T04:21:46.534484
Q_02773,EX_WRI_ANI_E_944,Writing: Animals Easy #26,2024-02-08T05:37:04,2024-02-08T17:10:34.080000,41610.08,2024-02-08T08:03:00,2024-02-08T17:10:34.080000,writing,animals,cow,animals/cow.png,easy,word_completion,2024-02-08T17:10:08,2024-02-08T17:10:34.080000,26.08,sheep,cow,0,0,1,functional,7,2,11.41,1,SESS_USER_035_006,USER_035,3,mobile,2024-02-08T17:10:34.343994
Q_02774,EX_COM_BOD_H_1048,Comprehension: Body Parts Hard #25,2024-05-29T17:00:34,2024-05-30T04:34:01.110000,41607.11,2024-05-29T17:00:30,2024-05-30T04:34:01.110000,comprehension,body_parts,chest,body_parts/chest.png,hard,word_to_pic,2024-05-30T04:33:54,2024-05-30T04:34:01.110000,7.11,knee,chest,0,0,1,sentence_completion,1,1,35.58,1,SESS_USER_015_006,USER_015,2,mobile,2024-05-30T04:34:01.993120
Q_02775,EX_WRI_CLO_E_1049,Writing: Clothing Easy #31,2024-08-30T17:52:01,2024-08-31T05:25:37.960000,41616.96,2024-08-30T17:52:00,2024-08-31T05:25:37.960000,writing,clothing,vest,clothing/vest.png,easy,pic_to_word,2024-08-31T05:25:32,2024-08-31T05:25:37.960000,5.96,vest,vest,1,1,0,,0,0,,0,SESS_USER_008_007,USER_008,5,mobile,2024-08-31T05:25:38.425167
Q_02776,EX_COM_FOO_H_1050,Comprehension: Food Hard #22,2024-03-10T20:08:33,2024-03-11T07:42:33.640000,41640.64,2024-03-10T19:59:30,2024-03-11T07:42:33.640000,comprehension,food,egg,food/egg.png,hard,yes_no_question,2024-03-11T07:42:21,2024-03-11T07:42:33.640000,12.64,egg,egg,1,1,0,,0,0,,0,SESS_USER_036_005,USER_036,1,mobile,2024-03-11T07:42:35.413903
Q_02777,EX_WRI_ANI_E_815,Writing: Animals Easy #24,2024-09-10T12:00:01,2024-09-10T23:34:12.860000,41651.86,2024-09-10T17:07:00,2024-09-10T23:34:12.860000,writing,animals,elephant,animals/elephant.png,easy,pic_to_word,2024-09-10T23:34:06,2024-09-10T23:34:12.860000,6.86,elephant,elephant,1,1,0,,0,0,,0,SESS_USER_032_003,USER_032,3,web,2024-09-10T23:34:13.373545
Q_02778,EX_COM_BOD_H_839,Comprehension: Body Parts Hard #17,2024-07-25T14:49:33,2024-07-26T02:24:04.570000,41671.57,2024-07-25T19:53:30,2024-07-26T02:24:04.570000,comprehension,body_parts,leg,body_parts/leg.png,hard,yes_no_question,2024-07-26T02:23:49,2024-07-26T02:24:04.570000,15.57,leg,leg,1,1,1,modeling,1,1,11.16,1,SESS_USER_037_002,USER_037,1,mobile,2024-07-26T02:24:04.713560
Q_02779,EX_WRI_CLO_E_973,Writing: Clothing Easy #25,2024-04-15T09:23:00,2024-04-15T20:57:37.710000,41677.71,2024-04-15T11:07:00,2024-04-15T20:57:37.710000,writing,clothing,glove,clothing/glove.png,easy,spelling_choice,2024-04-15T20:57:30,2024-04-15T20:57:37.710000,7.71,cap,glove,0,0,0,,0,0,,0,SESS_USER_018_002,USER_018,5,mobile,2024-04-15T20:57:38.296593
Q_02780,EX_COM_FOO_H_1051,Comprehension: Food Hard #27,2024-11-29T19:12:37,2024-11-30T06:47:47,41710.0,2024-11-29T19:12:30,2024-11-30T06:47:47,comprehension,food,soup,food/soup.png,hard,category_sorting,2024-11-30T06:47:27,2024-11-30T06:47:47,20.0,soup,soup,1,1,0,,0,0,,0,SESS_USER_026_006,USER_026,5,web,2024-11-30T06:47:48.733360
Q_02781,EX_WRI_ANI_E_1052,Writing: Animals Easy #26,2024-05-29T17:04:06,2024-05-30T04:39:24.520000,41718.52,2024-05-29T17:04:00,2024-05-30T04:39:24.520000,writing,animals,pig,animals/pig.png,easy,pic_to_word,2024-05-30T04:39:11,2024-05-30T04:39:24.520000,13.52,turtle,pig,0,0,0,,0,0,,0,SESS_USER_015_006,USER_015,2,mobile,2024-05-30T04:39:25.565180
Q_02782,EX_COM_BOD_H_1046,Comprehension: Body Parts Hard #12,2024-01-11T11:15:35,2024-01-11T22:51:03.160000,41728.16,2024-01-11T10:51:30,2024-01-11T22:51:03.160000,comprehension,body_parts,foot,body_parts/foot.png,hard,category_sorting,2024-01-11T22:50:53,2024-01-11T22:51:03.160000,10.16,hand,foot,0,0,0,,0,0,,0,SESS_USER_006_001,USER_006,2,web,2024-01-11T22:51:05.115452
Q_02783,EX_WRI_CLO_E_742,Writing: Clothing Easy #15,2024-02-21T12:51:00,2024-02-22T00:26:35.890000,41735.89,2024-02-21T20:06:00,2024-02-22T00:26:35.890000,writing,clothing,shorts,clothing/shorts.png,easy,word_completion,2024-02-22T00:26:32,2024-02-22T00:26:35.890000,3.89,shorts,shorts,1,1,0,,0,0,,0,SESS_USER_050_002,USER_050,5,mobile,2024-02-22T00:26:37.118235
Q_02784,EX_COM_FOO_H_608,Comprehension: Food Hard #19,2024-03-18T01:31:38,2024-03-18T13:07:36.030000,41758.03,2024-03-18T12:31:30,2024-03-18T13:07:36.030000,comprehension,food,tomato,food/tomato.png,hard,yes_no_question,2024-03-18T13:07:28,2024-03-18T13:07:36.030000,8.03,tomato,tomato,1,1,0,,0,0,,0,SESS_USER_039_002,USER_039,1,web,2024-03-18T13:07:36.390157
Q_02785,EX_WRI_ANI_E_868,Writing: Animals Easy #23,2024-04-14T02:57:08,2024-04-14T14:33:15.970000,41767.97,2024-04-14T07:21:00,2024-04-14T14:33:15.970000,writing,animals,cat,animals/cat.png,easy,pic_to_word,2024-04-14T14:33:10,2024-04-14T14:33:15.970000,5.97,cat,cat,1,1,0,,0,0,,0,SESS_USER_014_004,USER_014,1,web,2024-04-14T14:33:17.063538
Q_02786,EX_COM_BOD_H_1053,Comprehension: Body Parts Hard #16,2024-08-11T09:34:31,2024-08-11T21:10:59.140000,41788.14,2024-08-11T09:34:30,2024-08-11T21:10:59.140000,comprehension,body_parts,mouth,body_parts/mouth.png,hard,word_to_pic,2024-08-11T21:10:47,2024-08-11T21:10:59.140000,12.14,mouth,mouth,1,1,0,,0,0,,0,SESS_USER_002_002,USER_002,1,web,2024-08-11T21:10:59.650785
Q_02787,EX_WRI_CLO_E_796,Writing: Clothing Easy #16,2024-08-11T03:27:05,2024-08-11T15:03:42.040000,41797.04,2024-08-11T09:35:00,2024-08-11T15:03:42.040000,writing,clothing,skirt,clothing/skirt.png,easy,spelling_choice,2024-08-11T15:03:37,2024-08-11T15:03:42.040000,5.04,skirt,skirt,1,1,0,,0,0,,0,SESS_USER_002_002,USER_002,1,web,2024-08-11T15:03:42.682097
Q_02788,EX_COM_FOO_H_911,Comprehension: Food Hard #26,2024-08-14T13:40:40,2024-08-15T01:17:34.270000,41814.27,2024-08-14T17:02:30,2024-08-15T01:17:34.270000,comprehension,food,fish,food/fish.png,hard,sentence_matching,2024-08-15T01:17:26,2024-08-15T01:17:34.270000,8.27,fish,fish,1,1,1,phonemic,1,1,51.24,1,SESS_USER_045_003,USER_045,4,web,2024-08-15T01:17:34.640067
Q_02789,EX_WRI_ANI_E_944,Writing: Animals Easy #26,2024-02-08T05:37:04,2024-02-08T17:14:12.080000,41828.08,2024-02-08T08:03:00,2024-02-08T17:14:12.080000,writing,animals,horse,animals/horse.png,easy,spelling_choice,2024-02-08T17:14:06,2024-02-08T17:14:12.080000,6.08,horse,horse,1,1,0,,0,0,,0,SESS_USER_035_006,USER_035,3,mobile,2024-02-08T17:14:12.856534
Q_02790,EX_COM_BOD_H_908,Comprehension: Body Parts Hard #23,2024-04-14T03:57:31,2024-04-14T15:35:04.730000,41853.73,2024-04-14T07:23:30,2024-04-14T15:35:04.730000,comprehension,body_parts,leg,body_parts/leg.png,hard,yes_no_question,2024-04-14T15:34:48,2024-04-14T15:35:04.730000,16.73,ear,leg,0,0,0,,0,0,,0,SESS_USER_014_004,USER_014,1,web,2024-04-14T15:35:05.816822
Q_02791,EX_WRI_CLO_E_1054,Writing: Clothing Easy #20,2024-09-18T18:24:08,2024-09-19T06:01:52.430000,41864.43,2024-09-18T18:24:00,2024-09-19T06:01:52.430000,writing,clothing,cap,clothing/cap.png,easy,fill_in_blank,2024-09-19T06:01:41,2024-09-19T06:01:52.430000,11.43,cap,cap,1,1,0,,0,0,,0,SESS_USER_016_002,USER_016,2,web,2024-09-19T06:01:54.198265
Q_02792,EX_COM_FOO_H_998,Comprehension: Food Hard #27,2024-09-04T20:50:35,2024-09-05T08:28:40.180000,41885.18,2024-09-04T22:04:30,2024-09-05T08:28:40.180000,comprehension,food,cheese,food/cheese.png,hard,word_to_pic,2024-09-05T08:28:23,2024-09-05T08:28:40.180000,17.18,orange,cheese,0,0,1,spelling,3,1,29.14,3,SESS_USER_013_004,USER_013,1,web,2024-09-05T08:28:41.987313
Q_02793,EX_WRI_ANI_E_1055,Writing: Animals Easy #15,2024-11-27T16:40:04,2024-11-28T04:18:15.590000,41891.59,2024-11-27T16:40:00,2024-11-28T04:18:15.590000,writing,animals,fish,animals/fish.png,easy,word_completion,2024-11-28T04:18:07,2024-11-28T04:18:15.590000,8.59,fish,fish,1,1,1,rhyming,1,1,27.02,1,SESS_USER_048_003,USER_048,4,web,2024-11-28T04:18:16.322541
Q_02794,EX_COM_BOD_H_792,Comprehension: Body Parts Hard #23,2024-05-26T01:35:30,2024-05-26T13:13:57.320000,41907.32,2024-05-26T07:30:30,2024-05-26T13:13:57.320000,comprehension,body_parts,leg,body_parts/leg.png,hard,category_sorting,2024-05-26T13:13:47,2024-05-26T13:13:57.320000,10.32,leg,leg,1,1,1,sentence_completion,1,2,11.1,1,SESS_USER_031_005,USER_031,3,mobile,2024-05-26T13:13:58.938581
Q_02795,EX_WRI_CLO_E_1032,Writing: Clothing Easy #33,2024-09-18T11:10:08,2024-09-18T22:48:45.850000,41917.85,2024-09-18T11:10:00,2024-09-18T22:48:45.850000,writing,clothing,scarf,clothing/scarf.png,easy,fill_in_blank,2024-09-18T22:48:38,2024-09-18T22:48:45.850000,7.85,shorts,scarf,0,0,0,,0,0,,0,SESS_USER_012_010,USER_012,1,web,2024-09-18T22:48:46.736736
Q_02796,EX_COM_FOO_H_1056,Comprehension: Food Hard #18,2024-07-02T19:35:30,2024-07-03T07:14:33.230000,41943.23,2024-07-02T17:58:30,2024-07-03T07:14:33.230000,comprehension,food,fish,food/fish.png,hard,yes_no_question,2024-07-03T07:14:17,2024-07-03T07:14:33.230000,16.23,orange,fish,0,0,1,rhyming,4,1,46.17,1,SESS_USER_020_003,USER_020,5,mobile,2024-07-03T07:14:33.975592
Q_02797,EX_WRI_ANI_E_757,Writing: Animals Easy #13,2024-12-26T07:27:02,2024-12-26T19:06:17.280000,41955.28,2024-12-26T14:35:00,2024-12-26T19:06:17.280000,writing,animals,cow,animals/cow.png,easy,word_completion,2024-12-26T19:06:06,2024-12-26T19:06:17.280000,11.28,cow,cow,1,1,0,,0,0,,0,SESS_USER_023_001,USER_023,4,mobile,2024-12-26T19:06:18.810813
Q_02798,EX_COM_BOD_H_857,Comprehension: Body Parts Hard #24,2024-09-10T12:56:35,2024-09-11T00:36:00.220000,41965.22,2024-09-10T17:42:30,2024-09-11T00:36:00.220000,comprehension,body_parts,mouth,body_parts/mouth.png,hard,word_to_pic,2024-09-11T00:35:52,2024-09-11T00:36:00.220000,8.22,mouth,mouth,1,0,1,phonemic,3,3,39.75,2,SESS_USER_032_003,USER_032,3,web,2024-09-11T00:36:01.930439
Q_02799,EX_WRI_CLO_E_1035,Writing: Clothing Easy #26,2024-09-24T09:33:02,2024-09-24T21:12:45.870000,41983.87,2024-09-24T09:10:00,2024-09-24T21:12:45.870000,writing,clothing,shirt,clothing/shirt.png,easy,pic_to_word,2024-09-24T21:12:37,2024-09-24T21:12:45.870000,8.87,shirt,shirt,1,1,1,functional,1,1,38.05,1,SESS_USER_027_004,USER_027,3,mobile,2024-09-24T21:12:47.830894
